score,steps,e_time
1252.0,57,1.347667932510376
1388.0,49,0.8016021251678467
1388.0,49,0.13495516777038574
558.0,63,1.009720802307129
2416.0,73,0.965355634689331
1388.0,49,0.1358320713043213
1388.0,49,0.13625693321228027
1689.0,60,0.5262830257415771
1485.0,67,0.9608590602874756
417.0,48,0.7305469512939453
1388.0,49,0.1332411766052246
1672.0,64,0.9119868278503418
1388.0,49,0.13647937774658203
1388.0,49,0.1359541416168213
1388.0,49,0.13222408294677734
1252.0,57,0.15562915802001953
1388.0,49,0.13232779502868652
710.0,43,0.5232937335968018
1388.0,49,0.13436007499694824
1388.0,49,0.14055871963500977
927.0,52,0.34632301330566406
1388.0,49,0.13298797607421875
1388.0,49,0.14195013046264648
1388.0,49,0.17380881309509277
3106.0,69,0.9697380065917969
2028.0,72,0.8717739582061768
1388.0,49,0.13171005249023438
586.0,55,0.7908191680908203
521.0,51,0.7171032428741455
458.0,63,0.9416990280151367
1388.0,49,0.23635101318359375
1388.0,49,0.13396930694580078
1376.0,60,0.8450560569763184
2580.0,57,0.7898399829864502
2123.0,44,0.4280209541320801
1383.0,46,0.2946488857269287
1388.0,49,0.14197707176208496
1388.0,49,0.14719796180725098
1388.0,49,0.1443326473236084
2028.0,72,0.20160794258117676
1273.0,43,0.34332799911499023
1824.0,60,0.666450023651123
1388.0,49,0.14230871200561523
1388.0,49,0.1389927864074707
1485.0,67,0.18747186660766602
1388.0,49,0.13475704193115234
1485.0,67,0.23400020599365234
1388.0,49,0.13663792610168457
1485.0,67,0.1925199031829834
1388.0,49,0.13668513298034668
417.0,48,0.13502216339111328
1401.0,58,0.5952050685882568
1139.0,48,0.45391106605529785
2123.0,44,0.12231993675231934
1388.0,49,0.14273881912231445
1388.0,49,0.13435697555541992
1388.0,49,0.13521313667297363
1388.0,49,0.13905811309814453
1376.0,60,0.16578292846679688
701.0,70,1.01603102684021
1139.0,48,0.32524800300598145
1388.0,49,0.14561200141906738
2077.0,57,0.3901350498199463
1388.0,49,0.13764619827270508
1388.0,49,0.13559508323669434
1380.0,96,1.3712120056152344
2417.0,52,0.5013298988342285
1388.0,49,0.13227105140686035
2028.0,72,0.1963188648223877
2498.0,47,0.31612539291381836
1388.0,49,0.13298797607421875
1388.0,49,0.13642287254333496
1388.0,49,0.1339871883392334
2421.0,59,0.4221351146697998
1711.0,77,0.9841599464416504
1388.0,49,0.13221001625061035
1388.0,49,0.13936805725097656
1477.0,54,0.38265395164489746
1388.0,49,0.13194704055786133
2301.0,68,0.9410481452941895
1388.0,49,0.13556408882141113
1398.0,73,0.435060977935791
1388.0,49,0.14001107215881348
2580.0,57,0.16160273551940918
1388.0,49,0.1329200267791748
2580.0,57,0.15839600563049316
1388.0,49,0.20260310173034668
1388.0,49,0.1361830234527588
1388.0,49,0.13493895530700684
1388.0,49,0.13259220123291016
1616.0,62,0.47489213943481445
1386.0,72,0.7274799346923828
1252.0,57,0.15700602531433105
1376.0,60,0.16982221603393555
2580.0,57,0.15500974655151367
1388.0,49,0.13982367515563965
1388.0,49,0.13758611679077148
1388.0,49,0.144089937210083
1388.0,49,0.1492161750793457
1182.0,67,0.7802820205688477
1388.0,49,0.21933722496032715
1388.0,49,0.13496708869934082
1388.0,49,0.14025497436523438
1388.0,49,0.22087907791137695
