score,steps,e_time
2320.0,65,0.21800780296325684
1613.0,55,0.16854190826416016
1613.0,55,0.151839017868042
1733.0,66,0.21457600593566895
2529.0,62,0.28734421730041504
1733.0,66,0.17940211296081543
2619.0,66,0.2111680507659912
2914.0,64,0.20185303688049316
2408.0,51,0.15562987327575684
2994.0,61,0.1783299446105957
1733.0,66,0.17712998390197754
2408.0,51,0.14054393768310547
4977.0,73,0.29190897941589355
1627.0,66,0.22841668128967285
2637.0,64,0.19285798072814941
1613.0,55,0.15431809425354004
1613.0,55,0.16131997108459473
3641.0,67,0.2571442127227783
5664.0,82,0.26412487030029297
3856.0,71,0.22226810455322266
4321.0,71,0.22406697273254395
4202.0,78,0.25315308570861816
4010.0,66,0.2479100227355957
2619.0,65,0.18143987655639648
1613.0,55,0.15047502517700195
2320.0,65,0.1768641471862793
2403.0,62,0.19806480407714844
1613.0,55,0.1512620449066162
1613.0,55,0.15109682083129883
1613.0,55,0.14905405044555664
3114.0,73,0.23018789291381836
1613.0,55,0.16022324562072754
1627.0,66,0.206268310546875
1402.0,44,0.16075420379638672
1613.0,55,0.1485898494720459
2197.0,58,0.17564725875854492
3820.0,124,0.413769006729126
1613.0,55,0.1505880355834961
1613.0,55,0.14900803565979004
1613.0,55,0.14933514595031738
1613.0,55,0.15037894248962402
1502.0,58,0.16034412384033203
1519.0,58,0.19630885124206543
1733.0,66,0.18109893798828125
1613.0,55,0.22269105911254883
1613.0,55,0.17702984809875488
3839.0,70,0.22147893905639648
1613.0,55,0.15200304985046387
1613.0,55,0.1507251262664795
2552.0,55,0.17166686058044434
1613.0,55,0.15108513832092285
2408.0,51,0.13953804969787598
1989.0,56,0.17575907707214355
1613.0,55,0.16404199600219727
1613.0,55,0.1576240062713623
1613.0,55,0.14998984336853027
1733.0,66,0.17535114288330078
3087.0,53,0.16059017181396484
2043.0,55,0.16042208671569824
1613.0,55,0.15096211433410645
4977.0,73,0.2020738124847412
1984.0,57,0.16620182991027832
1613.0,55,0.14926600456237793
3114.0,73,0.19936704635620117
2100.0,51,0.16753482818603516
1802.0,49,0.14403986930847168
3114.0,73,0.19775891304016113
2219.0,68,0.19898176193237305
1613.0,55,0.15131402015686035
3087.0,53,0.14272212982177734
1613.0,55,0.14543509483337402
1613.0,55,0.14489984512329102
1733.0,66,0.18004870414733887
2743.0,62,0.1921088695526123
5413.0,89,0.3275001049041748
3395.0,66,0.23290371894836426
1613.0,55,0.15117311477661133
7716.0,124,0.39871978759765625
1502.0,58,0.15766024589538574
2113.0,55,0.15734195709228516
1613.0,55,0.15000700950622559
1519.0,58,0.16069793701171875
